Archer,Round,Experience,Bowstyle,EventName,EventType,Date,Score,Hits,Golds,Xs,Handicap,Classification,HandicapAtScore,HandicapAllowance,HandicapAdjustedScore
Patrick Huston,WA 18m,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-12-08,589,60,,,7,A,4,848,1437
Patrick Huston,WA 18m,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-12-01,586,60,,,9,A,4,848,1434
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2023-11-30,595,60,,,11,A,4,841,1436
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2023-11-28,297,30,,,3,A,4,1144,1441
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2023-11-26,585,60,,,10,A,5,849,1434
Patrick Huston,WA 18m,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-11-26,587,60,,,8,A,5,849,1436
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2023-11-22,293,30,,,8,A,5,1145,1438
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2023-11-21,290,30,,,12,A,5,1145,1435
Patrick Huston,WA 18m,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-11-18,586,60,,,9,A,5,849,1435
Patrick Huston,Bray I,Experienced,Recurve,Record Status Competition,Practice Session,2023-11-14,296,30,,,4,A,5,1145,1441
Patrick Huston,Bray I,Experienced,Recurve,Record Status Competition,Practice Session,2023-11-14,295,30,,,6,A,6,1145,1440
Patrick Huston,Bray I,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-11-12,292,30,,,10,A,6,1145,1437
Patrick Huston,Bray I,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-11-11,293,30,,,8,A,6,1145,1438
Patrick Huston,Bray I,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-11-11,290,30,,,12,A,6,1145,1435
Patrick Huston,WA 18m,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-11-11,575,60,,,15,B,6,850,1425
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2023-10-17,288,30,,,14,A,6,1145,1433
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2023-10-09,289,30,,,13,A,6,1145,1434
Patrick Huston,WA 720 70m,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-09-09,670,72,,,12,1st,11,767,1437
Patrick Huston,WA 1440 Gents,Experienced,Recurve,Practice Session,Record Status Competition,2023-08-27,1296,144,,,18,GMB*,11,94,1390
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Record Status Competition,2023-08-26,652,72,,,17,1st,11,767,1419
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Record Status Competition,2023-08-26,643,72,,,19,1st,11,767,1410
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2023-08-23,665,72,,,14,1st,11,767,1432
Patrick Huston,WA 1440 Gents,Experienced,Recurve,British target chanps,Record Status Competition,2023-08-13,1307,144,,,17,GMB*,14,114,1421
Patrick Huston,WA 720 70m,Experienced,Recurve,Record Status Competition,Record Status Competition,2023-08-12,636,72,,,21,1st,14,777,1413
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland ,Practice Session,2023-08-05,663,72,,,14,1st,11,767,1430
Patrick Huston,WA 720 70m,Experienced,Recurve,Veronica’s cup,Record Status Competition,2023-05-12,655,72,,,16,1st,11,767,1422
Patrick Huston,WA 720 70m,Experienced,Recurve,Barnsley,Record Status Competition,2023-05-07,661,72,,,15,1st,11,767,1428
Patrick Huston,WA 720 70m,Experienced,Recurve,Barnsley,Record Status Competition,2023-05-06,644,72,,,19,1st,11,767,1411
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2023-05-04,662,72,,,15,1st,11,767,1429
Patrick Huston,WA 720 70m,Experienced,Recurve,Longmynd ,Record Status Competition,2023-04-30,661,72,,,15,1st,11,767,1428
Patrick Huston,WA 720 70m,Experienced,Recurve,Bucks or bounty,Record Status Competition,2023-04-29,668,72,,,13,1st,11,767,1435
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshall,Practice Session,2023-04-27,644,72,,,19,1st,11,767,1411
Patrick Huston,WA 720 70m,Experienced,Recurve,Long mynd,Record Status Competition,2023-04-16,663,72,,,14,1st,11,767,1430
Patrick Huston,WA 720 70m,Experienced,Recurve,Longmynd ,Record Status Competition,2023-04-16,663,72,,,14,1st,11,767,1430
Patrick Huston,WA 720 70m,Experienced,Recurve,Longmynd,Record Status Competition,2023-04-15,644,,,,19,1st,11,767,1411
Patrick Huston,WA 720 70m,Experienced,Recurve,Long mynd,Record Status Competition,2023-04-15,643,72,,,19,1st,11,767,1410
Patrick Huston,WA 720 70m,Experienced,Recurve,EGP Lillesjall,Record Status Competition,2023-04-05,630,72,,,22,1st,11,767,1397
Patrick Huston,WA 720 70m,Experienced,Recurve,Bowbrook,Record Status Competition,2023-04-02,628,72,,,23,1st,11,767,1395
Patrick Huston,WA 720 70m,Experienced,Recurve,Antalya ,Competition (Non Record Status),2023-03-24,660,72,,,15,1st,11,767,1427
Patrick Huston,WA 720 70m,Experienced,Recurve,Turkey,Competition (Non Record Status),2023-03-21,663,72,,,14,1st,11,767,1430
Patrick Huston,Portsmouth,Experienced,Recurve,Corus ,Record Status Competition,2023-03-12,595,60,,,11,A,5,841,1436
Patrick Huston,Portsmouth,Experienced,Recurve,Deeside,Record Status Competition,2023-03-12,590,60,,,16,B,5,841,1431
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2023-03-08,338,36,,,10,2nd,11,767,1105
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland ,Practice Session,2023-03-02,330,36,,,15,2nd,,,
Patrick Huston,Bray I,Experienced,Recurve,Spider,Practice Session,2023-02-14,285,30,,,17,B,5,1145,1430
Patrick Huston,Portsmouth,Experienced,Recurve,Spider archery,Practice Session,2023-02-10,594,60,,,12,A,5,841,1435
Patrick Huston,Bray I,Experienced,Recurve,Competition (Non Record Status),Competition (Non Record Status),2022-11-23,294,30,,,7,A,5,1145,1439
Patrick Huston,WA 18m,Experienced,Recurve,IWS Luxembourg,Record Status Competition,2022-11-18,587,60,,,8,A,5,849,1436
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2022-11-16,582,60,,,11,A,5,849,1431
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-11-15,296,30,,,4,A,5,1145,1441
Patrick Huston,Bray I,Experienced,Recurve,KINGS,Competition (Non Record Status),2022-11-13,294,30,,,7,A,6,1145,1439
Patrick Huston,Bray I,Experienced,Recurve,KINGS,Competition (Non Record Status),2022-11-12,288,30,,,14,A,6,1145,1433
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-11-10,291,30,,,11,A,6,1145,1436
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2022-11-08,582,60,,,11,A,6,850,1432
Patrick Huston,WA 18m,Experienced,Recurve,Wyre forest,Record Status Competition,2022-11-06,581,60,,,12,A,6,850,1431
Patrick Huston,WA 18m,Experienced,Recurve,Wyre forest,Record Status Competition,2022-11-06,579,60,,,13,A,6,850,1429
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-11-01,293,30,,,8,A,6,1145,1438
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-10-27,289,30,,,13,A,6,1145,1434
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2022-10-20,333,36,,,13,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2022-09-12,340,36,,,9,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2022-09-11,334,36,,,13,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Cleadon,Record Status Competition,2022-08-29,649,72,,,18,1st,8,758,1407
Patrick Huston,WA 720 70m,Experienced,Recurve,Cleadon,Record Status Competition,2022-08-29,651,72,,,17,1st,8,758,1409
Patrick Huston,WA 720 70m,Experienced,Recurve,Commonwealths,Record Status Competition,2022-08-27,658,72,,,16,1st,8,758,1416
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2022-08-25,343,36,,,7,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2022-08-23,330,36,,,15,2nd,,,
Patrick Huston,WA 1440 Gents,Experienced,Recurve,Dave Harrison memorial,Competition (Non Record Status),2022-08-14,1317,144,,,16,GMB*,8,76,1393
Patrick Huston,Long National,Experienced,Recurve,Bowbrook heritage,Competition (Non Record Status),2022-08-08,622,72,,,16,1st,8,800,1422
Patrick Huston,WA 720 70m,Experienced,Recurve,Nt evesham,Record Status Competition,2022-08-07,651,72,,,17,1st,8,758,1409
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2022-08-05,337,36,,,11,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2022-08-05,653,72,,,17,1st,8,758,1411
Patrick Huston,WA 720 70m,Experienced,Recurve,Youth festival,Record Status Competition,2022-07-26,661,72,,,15,1st,8,758,1419
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Clombia,Practice Session,2022-07-21,338,36,,,10,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Wc colombia,Record Status Competition,2022-07-20,655,72,,,16,1st,8,758,1413
Patrick Huston,WA 720 70m,Experienced,Recurve,Colombia,Practice Session,2022-07-19,673,72,,,11,1st,8,758,1431
Patrick Huston,WA 720 70m,Experienced,Recurve,Colombia,Practice Session,2022-07-17,665,72,,,14,1st,8,758,1423
Patrick Huston,WA 720 70m,Experienced,Recurve,Colombia,Practice Session,2022-07-17,673,72,,,11,1st,8,758,1431
Patrick Huston,WA 720 70m,Experienced,Recurve,Colombia,Practice Session,2022-07-17,662,72,,,15,1st,8,758,1420
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,nf,Practice Session,2022-07-01,330,36,,,15,2nd,,,
Patrick Huston,WA 1440 Gents,Experienced,Recurve,BTC,Record Status Competition,2022-06-25,1272,144,,,21,GMB*,8,76,1348
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Euros h2hs,Record Status Competition,2022-06-09,340,36,,,9,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Europeans,Record Status Competition,2022-06-07,657,72,,,16,1st,8,758,1415
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2022-06-03,330,36,,,15,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2022-05-31,334,36,,,13,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Scotland h2hs,Record Status Competition,2022-05-21,337,36,,,11,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Nt Scotland ,Record Status Competition,2022-05-21,627,72,,,23,1st,8,758,1385
Patrick Huston,WA 720 70m,Experienced,Recurve,Brechin NT,Record Status Competition,2022-05-21,627,72,,,23,1st,8,758,1385
Patrick Huston,WA 720 70m,Experienced,Recurve,Bucks&amp;Bounty ,Record Status Competition,2022-05-09,658,72,,,16,1st,8,758,1416
Patrick Huston,WA 720 70m,Experienced,Recurve,Nf,Practice Session,2022-05-08,663,72,,,14,1st,8,758,1421
Patrick Huston,WA 720 70m,Experienced,Recurve,Nf,Practice Session,2022-05-07,650,72,,,18,1st,8,758,1408
Patrick Huston,WA 720 70m,Experienced,Recurve,Nf,Practice Session,2022-05-05,665,72,,,14,1st,8,758,1422
Patrick Huston,WA 720 70m,Experienced,Recurve,Bucks&amp;Bounty ,Record Status Competition,2022-05-01,658,72,,,16,1st,8,758,1416
Patrick Huston,WA 720 70m,Experienced,Recurve,Bucks&amp;Bounty ,Record Status Competition,2022-04-30,658,72,,,16,1st,8,758,1416
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2022-04-09,655,72,,,16,1st,8,758,1413
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2022-04-08,667,72,,,13,1st,8,758,1425
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2022-04-06,659,72,,,15,1st,8,758,1417
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2022-04-05,639,72,,,20,1st,8,758,1397
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2022-04-05,638,72,,,21,1st,8,758,1396
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2022-04-04,671,72,,,12,1st,8,758,1429
Patrick Huston,WA 720 70m,Experienced,Recurve,Gloria camp,Competition (Non Record Status),2022-03-25,653,72,,,17,1st,8,758,1411
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Turkey h2h,Competition (Non Record Status),2022-03-09,330,36,,,15,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Turkey,Competition (Non Record Status),2022-03-09,335,36,,,12,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Turkey,Competition (Non Record Status),2022-03-09,330,36,,,15,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Gloria camp,Practice Session,2022-03-09,665,72,,,14,1st,8,758,1423
Patrick Huston,WA 720 70m,Experienced,Recurve,Turkey,Competition (Non Record Status),2022-03-08,652,72,,,17,1st,8,758,1410
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2022-02-26,666,72,,,13,1st,8,758,1424
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland ,Practice Session,2022-02-25,679,72,,,9,1st,8,758,1437
Patrick Huston,WA 18m,Experienced,Recurve,Pod,Practice Session,2022-02-02,580,60,,,12,A,7,851,1431
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-01-28,291,30,,,11,A,7,1146,1437
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-01-28,288,30,,,14,A,7,1146,1434
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-01-27,293,30,,,8,A,7,1146,1439
Patrick Huston,Frostbite,Experienced,Recurve,Bowbrook,Practice Session,2022-01-22,346,36,,,17,Archer,,,
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2022-01-20,288,30,,,14,A,7,1146,1434
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2022-01-08,557,60,,,22,C,7,851,1408
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2021-12-03,294,30,,,7,A,7,1146,1440
Patrick Huston,Portsmouth,Experienced,Recurve,Gloucester,Record Status Competition,2021-11-28,599,60,,,5,A,7,842,1441
Patrick Huston,Portsmouth,Experienced,Recurve,Gloucester,Record Status Competition,2021-11-28,595,60,,,11,A,8,843,1438
Patrick Huston,Portsmouth,Experienced,Recurve,Gloucester,Record Status Competition,2021-11-28,595,60,,,11,A,8,843,1438
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2021-11-26,589,60,,,7,A,8,853,1442
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2021-11-25,587,60,,,8,A,8,853,1440
Patrick Huston,Half Portsmouth,Experienced,Recurve,Bowbrook,Practice Session,2021-11-23,296,30,,,14,A,,,
Patrick Huston,Portsmouth,Experienced,Recurve,Bowbrook,Practice Session,2021-11-23,597,60,,,9,A,8,843,1440
Patrick Huston,Frostbite,Experienced,Recurve,Bowbrook,Practice Session,2021-11-19,349,36,,,14,Archer,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherlamf,Practice Session,2021-11-06,344,36,,,6,2nd,,,
Patrick Huston,WA 18m,Experienced,Recurve,Wyre,Record Status Competition,2021-10-30,590,60,,,6,A,8,853,1443
Patrick Huston,WA 18m,Experienced,Recurve,Wyre,Record Status Competition,2021-10-30,589,60,,,7,A,9,854,1443
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2021-10-27,588,,,,8,A,11,858,1446
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2021-10-27,580,,,,12,A,13,862,1442
Patrick Huston,Worcester,Experienced,Recurve,Record Status Competition,Record Status Competition,2021-10-17,298,60,,,15,B,13,1141,1439
Patrick Huston,Worcester,Experienced,Recurve,Record Status Competition,Record Status Competition,2021-10-17,295,60,,,19,B,13,1141,1436
Patrick Huston,Portsmouth,Experienced,Recurve,Bowbrook,Practice Session,2021-10-07,594,,,,12,A,14,848,1442
Patrick Huston,WA 720 70m,Experienced,Recurve,Worlds ,Record Status Competition,2021-09-22,648,72,,,18,1st,9,761,1409
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2021-09-14,663,72,,,14,1st,9,761,1424
Patrick Huston,WA 720 70m,Experienced,Recurve,Meriden,Record Status Competition,2021-09-04,670,72,,,12,1st,9,761,1431
Patrick Huston,WA 720 70m,Experienced,Recurve,Euronations,Record Status Competition,2021-08-28,663,72,,,14,1st,9,761,1424
Patrick Huston,Long National,Experienced,Recurve,Gnam,Record Status Competition,2021-08-23,640,72,,,8,1st,9,801,1441
Patrick Huston,York,Experienced,Recurve,Gnam,Record Status Competition,2021-08-21,1212,144,,,16,GMB*,9,185,1397
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-08-19,335,36,,,12,2nd,,,
Patrick Huston,90m 122cm 10 Zone,Experienced,Recurve,Bowbrook,Practice Session,2021-08-19,308,36,,,18,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,NT Barnsley,Record Status Competition,2021-08-15,656,72,,,16,1st,9,761,1417
Patrick Huston,WA 1440 Gents,Experienced,Recurve,Btc,Record Status Competition,2021-08-08,1317,144,,,16,GMB*,9,82,1399
Patrick Huston,WA 720 70m,Experienced,Recurve,Btc,Record Status Competition,2021-08-07,636,72,,,21,1st,9,761,1397
Patrick Huston,WA 720 70m,Experienced,Recurve,Tokyo olympics,Record Status Competition,2021-07-23,658,72,,,16,1st,9,761,1419
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-07-16,330,36,,,15,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Jnoc,Record Status Competition,2021-07-04,660,72,,,15,1st,9,761,1421
Patrick Huston,WA 720 70m,Experienced,Recurve,Jnoc,Record Status Competition,2021-07-04,670,72,,,12,1st,9,761,1431
Patrick Huston,WA 720 70m,Experienced,Recurve,Jnoc,Record Status Competition,2021-07-03,666,72,,,13,1st,9,761,1427
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-06-26,336,36,,,11,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Paris WC,Record Status Competition,2021-06-22,657,72,,,16,1st,9,761,1418
Patrick Huston,WA 720 70m,Experienced,Recurve,WAC,Record Status Competition,2021-06-13,659,72,,,15,1st,9,761,1420
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2021-06-10,657,72,,,16,1st,9,761,1418
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2021-05-28,665,72,,,14,1st,9,761,1426
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-05-27,331,36,,,14,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,WC Lausanne,Record Status Competition,2021-05-18,669,72,,,13,1st,9,761,1430
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Waec,Practice Session,2021-05-17,334,36,,,13,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,WA centre,Practice Session,2021-05-13,334,36,,,13,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshall ,Record Status Competition,2021-05-01,666,72,,,13,1st,9,761,1427
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-04-29,335,36,,,12,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-04-10,333,36,,,13,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,SS SGP,Record Status Competition,2021-04-04,655,72,,,16,1st,9,761,1416
Patrick Huston,WA 720 70m,Experienced,Recurve,SS SGP,Record Status Competition,2021-04-03,683,72,,,8,1st,9,761,1444
Patrick Huston,WA 720 70m,Experienced,Recurve,SS SGP,Record Status Competition,2021-04-02,679,72,,,9,1st,9,761,1440
Patrick Huston,WA 720 70m,Experienced,Recurve,SS SGP,Record Status Competition,2021-04-02,669,72,,,13,1st,9,761,1430
Patrick Huston,WA 720 70m,Experienced,Recurve,SS Matxged,Record Status Competition,2021-03-31,682,72,,,8,1st,9,761,1443
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection SGP,Record Status Competition,2021-03-31,675,72,,,11,1st,9,761,1436
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection shoot SGP,Record Status Competition,2021-03-30,673,72,,,11,1st,9,761,1434
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection shoot SGP,Record Status Competition,2021-03-30,673,72,,,11,1st,9,761,1434
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-03-27,341,36,,,8,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-03-27,343,36,,,7,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-03-27,340,36,,,9,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-03-25,328,36,,,16,2nd,9,761,1089
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland ,Practice Session,2021-03-25,345,36,,,5,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2021-03-24,655,72,,,16,1st,9,761,1416
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,SGP Gold game,Practice Session,2021-03-13,338,36,,,10,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,SGP,Competition (Non Record Status),2021-03-12,662,72,,,15,1st,9,761,1423
Patrick Huston,WA 720 70m,Experienced,Recurve,ST George’s Park,Practice Session,2021-03-11,669,72,,,13,1st,9,761,1430
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2021-03-06,665,72,,,14,1st,9,761,1426
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-03-05,330,36,,,15,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-03-04,331,36,,,14,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-03-04,332,36,,,14,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2021-03-03,660,72,,,15,1st,9,761,1422
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshall,Practice Session,2021-02-28,671,72,,,12,1st,9,761,1432
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshall,Practice Session,2021-02-28,664,72,,,14,1st,9,761,1425
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-02-27,335,36,,,12,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshall,Practice Session,2021-02-27,643,72,,,19,1st,9,761,1404
Patrick Huston,WA 720 70m,Experienced,Recurve,Squad,Competition (Non Record Status),2021-02-20,649,72,,,18,1st,9,761,1410
Patrick Huston,WA 720 70m,Experienced,Recurve,Competition (Non Record Status),Competition (Non Record Status),2021-02-19,644,72,,,19,1st,9,761,1405
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland ,Practice Session,2021-02-13,672,72,,,12,1st,9,761,1433
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland matches,Practice Session,2021-02-12,340,36,,,9,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2021-02-11,659,72,,,15,1st,9,761,1420
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2021-02-10,318,36,,,21,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,First 720,Competition (Non Record Status),2021-01-29,657,72,,,16,1st,9,761,1418
Patrick Huston,Portsmouth,Experienced,Recurve,Bournemouth,Practice Session,2020-12-14,586,60,,,18,B,14,848,1434
Patrick Huston,WA 720 70m,Experienced,Recurve,Competition (Non Record Status),Competition (Non Record Status),2020-12-09,674,72,,,11,1st,10,764,1438
Patrick Huston,WA 720 70m,Experienced,Recurve,Lnsc ,Competition (Non Record Status),2020-12-09,663,72,,,14,1st,10,764,1427
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2020-12-05,655,72,,,16,1st,10,764,1419
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Lnsc ,Practice Session,2020-12-03,316,36,,,22,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Lnsc,Competition (Non Record Status),2020-11-14,654,72,,,17,1st,10,764,1418
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland ,Practice Session,2020-11-07,637,72,,,21,1st,10,764,1401
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2020-11-05,331,36,,,14,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,The field,Practice Session,2020-11-04,651,72,,,17,1st,10,764,1415
Patrick Huston,WA 720 70m,Experienced,Recurve,Bowbrook,Record Status Competition,2020-10-19,629,72,,,22,1st,10,764,1393
Patrick Huston,WA 720 70m,Experienced,Recurve,Ukmasters ,Record Status Competition,2020-10-05,599,72,,,28,1st,10,764,1363
Patrick Huston,WA 720 70m,Experienced,Recurve,Bowbrook,Record Status Competition,2020-09-19,603,72,,,27,1st,10,764,1367
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2020-09-10,658,72,,,16,1st,10,764,1422
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2020-09-07,658,72,,,16,1st,10,764,1422
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshsll,Record Status Competition,2020-08-30,638,72,,,21,1st,10,764,1402
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshall,Record Status Competition,2020-08-30,616,72,,,25,1st,10,764,1380
Patrick Huston,WA 720 70m,Experienced,Recurve,Bowbrook,Competition (Non Record Status),2020-08-29,602,72,,,27,1st,10,764,1366
Patrick Huston,WA 720 70m,Experienced,Recurve,Competition (Non Record Status),Competition (Non Record Status),2020-08-29,605,72,,,27,1st,10,764,1369
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2020-08-27,638,72,,,21,1st,10,764,1402
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Competition (Non Record Status),2020-08-13,665,72,,,14,1st,10,764,1429
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Competition (Non Record Status),2020-08-13,656,72,,,16,1st,10,764,1420
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Competition (Non Record Status),2020-08-12,659,72,,,15,1st,10,764,1423
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Practice (Informal),2020-08-11,649,72,,,18,1st,10,764,1413
